,Item,Part,R/W,Category,Description,Data Type,Units,Min Value,Max Value
1175,2104,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
1176,2104,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1177,2104,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1178,2104,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1179,2104,250,R,Leaf Y2-01,Distance to target position.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1180,2105,101,R,Leaf Y2-01,The position of the centre of the leaf reflector along its video line.,signed 16-bit integer,pixel/10,0.0,7679.0
1181,2105,102,RW,Leaf Y2-01,The offset to be applied to the raw leaf position when converting to a real physical position.,signed 16-bit integer,pixel/10,2088.0,2008.0
1182,2105,103,RW,Leaf Y2-01,The adjustment that needs to be applied to the Major Gain item 2005 part 103) to correct the positioning of the specific leaf.,signed 16-bit integer,gain,2088.0,2008.0
1183,2105,107,RW,Leaf Y2-01,Gain used to convert calculated demand to motor to actual demand.,signed 16-bit integer,gain expressed as ratio of 2048,-32768.0,32767.0
1184,2105,111,R,Leaf Y2-01,The position of the leaf after the Major and Minor offset have been applied to the raw value part 101).,signed 16-bit integer,pixel/10,0.0,7679.0
1185,2105,112,RW,Leaf Y2-01,Step start position.,signed 16-bit integer,mm/10 at isocentre,-2565.0,1482.0
1186,2105,113,RW,Leaf Y2-01,Step stop position.,signed 16-bit integer,mm/10 at isocentre,-2565.0,1482.0
1187,2105,114,R,Leaf Y2-01,Error/Warning flags active high): b0 - Out of position; b1 - Reflector not found,unsigned 8-bit integer,flags,0.0,255.0
1188,2105,115,RW,Leaf Y2-01,Actual demand to motor.,signed 8-bit integer,motor demand,-128.0,127.0
1189,2105,129,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/10 at isocentre,-1250.0,2000.0
1190,2105,172,RW,Leaf Y2-01,Reflector width,unsigned 16-bit integer,pixel,1.0,50.0
1191,2105,176,R,Leaf Y2-01,Number of detected pixels in a leaf reflector,unsigned 16-bit integer,pixel,0.0,65535.0
1192,2105,185,RW,Leaf Y2-01,Least-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
1193,2105,186,RW,Leaf Y2-01,Most-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
1194,2105,187,R,Leaf Y2-01,Leaf travel fine.,unsigned 16-bit integer,mm/10 at isocentre,0.0,100.0
1195,2105,195,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,pixel/10,0.0,7679.0
1196,2105,196,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/10 at isocentre,-1250.0,2000.0
1197,2105,197,RW,Leaf Y2-01,Least-significant WORD of count of number of times motor has been energised,unsigned 16-bit integer,none,0.0,65535.0
1198,2105,198,RW,Leaf Y2-01,Most-significant WORD of count of number of times motor has been energised,unsigned 16-bit integer,none,0.0,65535.0
1199,2105,200,RW,Leaf Y2-01,Count of the number of times the leaf reflector can't be found.,unsigned 16-bit integer,none,0.0,65535.0
1200,2105,201,RW,Leaf Y2-01,Minimum number of pixels that must be detected to identify a leaf reflector,unsigned 16-bit integer,pixel,0.0,65535.0
1201,2105,202,RW,Leaf Y2-01,Maximum number of pixels that can be detected to identify a leaf reflector,unsigned 16-bit integer,pixel,0.0,65535.0
1202,2105,205,R,Leaf Y2-01,Records the magnitude of the lateral movement of the leaf.,signed 16-bit integer,mm/10 at isocentre,0.0,7679.0
1203,2105,215,RW,Leaf Y2-01,Count of the number of times the size of a leaf reflector is nearing its limit.,unsigned 16-bit integer,none,0.0,65535.0
1204,2105,216,R,Leaf Y2-01,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
1205,2105,218,R,Leaf Y2-01,Nominal calculated demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
1206,2105,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
1207,2105,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1208,2105,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1209,2105,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1210,2105,250,R,Leaf Y2-01,Distance to target position.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1211,2106,101,R,Leaf Y2-01,The position of the centre of the leaf reflector along its video line.,signed 16-bit integer,pixel/10,0.0,7679.0
1212,2106,102,RW,Leaf Y2-01,The offset to be applied to the raw leaf position when converting to a real physical position.,signed 16-bit integer,pixel/10,2088.0,2008.0
1213,2106,103,RW,Leaf Y2-01,The adjustment that needs to be applied to the Major Gain item 2005 part 103) to correct the positioning of the specific leaf.,signed 16-bit integer,gain,2088.0,2008.0
1214,2106,107,RW,Leaf Y2-01,Gain used to convert calculated demand to motor to actual demand.,signed 16-bit integer,gain expressed as ratio of 2048,-32768.0,32767.0
1215,2106,111,R,Leaf Y2-01,The position of the leaf after the Major and Minor offset have been applied to the raw value part 101).,signed 16-bit integer,pixel/10,0.0,7679.0
1216,2106,112,RW,Leaf Y2-01,Step start position.,signed 16-bit integer,mm/10 at isocentre,-2565.0,1482.0
1217,2106,113,RW,Leaf Y2-01,Step stop position.,signed 16-bit integer,mm/10 at isocentre,-2565.0,1482.0
1218,2106,114,R,Leaf Y2-01,Error/Warning flags active high): b0 - Out of position; b1 - Reflector not found,unsigned 8-bit integer,flags,0.0,255.0
1219,2106,115,RW,Leaf Y2-01,Actual demand to motor.,signed 8-bit integer,motor demand,-128.0,127.0
1220,2106,129,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/10 at isocentre,-1250.0,2000.0
1221,2106,172,RW,Leaf Y2-01,Reflector width,unsigned 16-bit integer,pixel,1.0,50.0
1222,2106,176,R,Leaf Y2-01,Number of detected pixels in a leaf reflector,unsigned 16-bit integer,pixel,0.0,65535.0
1223,2106,185,RW,Leaf Y2-01,Least-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
1224,2106,186,RW,Leaf Y2-01,Most-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
1225,2106,187,R,Leaf Y2-01,Leaf travel fine.,unsigned 16-bit integer,mm/10 at isocentre,0.0,100.0
1226,2106,195,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,pixel/10,0.0,7679.0
1227,2106,196,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/10 at isocentre,-1250.0,2000.0
1228,2106,197,RW,Leaf Y2-01,Least-significant WORD of count of number of times motor has been energised,unsigned 16-bit integer,none,0.0,65535.0
1229,2106,198,RW,Leaf Y2-01,Most-significant WORD of count of number of times motor has been energised,unsigned 16-bit integer,none,0.0,65535.0
1230,2106,200,RW,Leaf Y2-01,Count of the number of times the leaf reflector can't be found.,unsigned 16-bit integer,none,0.0,65535.0
1231,2106,201,RW,Leaf Y2-01,Minimum number of pixels that must be detected to identify a leaf reflector,unsigned 16-bit integer,pixel,0.0,65535.0
1232,2106,202,RW,Leaf Y2-01,Maximum number of pixels that can be detected to identify a leaf reflector,unsigned 16-bit integer,pixel,0.0,65535.0
1233,2106,205,R,Leaf Y2-01,Records the magnitude of the lateral movement of the leaf.,signed 16-bit integer,mm/10 at isocentre,0.0,7679.0
1234,2106,215,RW,Leaf Y2-01,Count of the number of times the size of a leaf reflector is nearing its limit.,unsigned 16-bit integer,none,0.0,65535.0
1235,2106,216,R,Leaf Y2-01,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
1236,2106,218,R,Leaf Y2-01,Nominal calculated demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
1237,2106,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
1238,2106,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1239,2106,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1240,2106,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1241,2106,250,R,Leaf Y2-01,Distance to target position.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1242,2107,101,R,Leaf Y2-01,The position of the centre of the leaf reflector along its video line.,signed 16-bit integer,pixel/10,0.0,7679.0
1243,2107,102,RW,Leaf Y2-01,The offset to be applied to the raw leaf position when converting to a real physical position.,signed 16-bit integer,pixel/10,2088.0,2008.0
1244,2107,103,RW,Leaf Y2-01,The adjustment that needs to be applied to the Major Gain item 2005 part 103) to correct the positioning of the specific leaf.,signed 16-bit integer,gain,2088.0,2008.0
1245,2107,107,RW,Leaf Y2-01,Gain used to convert calculated demand to motor to actual demand.,signed 16-bit integer,gain expressed as ratio of 2048,-32768.0,32767.0
1246,2107,111,R,Leaf Y2-01,The position of the leaf after the Major and Minor offset have been applied to the raw value part 101).,signed 16-bit integer,pixel/10,0.0,7679.0
1247,2107,112,RW,Leaf Y2-01,Step start position.,signed 16-bit integer,mm/10 at isocentre,-2565.0,1482.0
1248,2107,113,RW,Leaf Y2-01,Step stop position.,signed 16-bit integer,mm/10 at isocentre,-2565.0,1482.0
1249,2107,114,R,Leaf Y2-01,Error/Warning flags active high): b0 - Out of position; b1 - Reflector not found,unsigned 8-bit integer,flags,0.0,255.0
1250,2107,115,RW,Leaf Y2-01,Actual demand to motor.,signed 8-bit integer,motor demand,-128.0,127.0
1251,2107,129,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/10 at isocentre,-1250.0,2000.0
1252,2107,172,RW,Leaf Y2-01,Reflector width,unsigned 16-bit integer,pixel,1.0,50.0
1253,2107,176,R,Leaf Y2-01,Number of detected pixels in a leaf reflector,unsigned 16-bit integer,pixel,0.0,65535.0
1254,2107,185,RW,Leaf Y2-01,Least-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
1255,2107,186,RW,Leaf Y2-01,Most-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
1256,2107,187,R,Leaf Y2-01,Leaf travel fine.,unsigned 16-bit integer,mm/10 at isocentre,0.0,100.0
1257,2107,195,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,pixel/10,0.0,7679.0
1258,2107,196,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/10 at isocentre,-1250.0,2000.0
1259,2107,197,RW,Leaf Y2-01,Least-significant WORD of count of number of times motor has been energised,unsigned 16-bit integer,none,0.0,65535.0
1260,2107,198,RW,Leaf Y2-01,Most-significant WORD of count of number of times motor has been energised,unsigned 16-bit integer,none,0.0,65535.0
1261,2107,200,RW,Leaf Y2-01,Count of the number of times the leaf reflector can't be found.,unsigned 16-bit integer,none,0.0,65535.0
1262,2107,201,RW,Leaf Y2-01,Minimum number of pixels that must be detected to identify a leaf reflector,unsigned 16-bit integer,pixel,0.0,65535.0
1263,2107,202,RW,Leaf Y2-01,Maximum number of pixels that can be detected to identify a leaf reflector,unsigned 16-bit integer,pixel,0.0,65535.0
1264,2107,205,R,Leaf Y2-01,Records the magnitude of the lateral movement of the leaf.,signed 16-bit integer,mm/10 at isocentre,0.0,7679.0
1265,2107,215,RW,Leaf Y2-01,Count of the number of times the size of a leaf reflector is nearing its limit.,unsigned 16-bit integer,none,0.0,65535.0
1266,2107,216,R,Leaf Y2-01,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
1267,2107,218,R,Leaf Y2-01,Nominal calculated demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
1268,2107,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
1269,2107,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1270,2107,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1271,2107,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1272,2107,250,R,Leaf Y2-01,Distance to target position.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1273,2108,101,R,Leaf Y2-01,The position of the centre of the leaf reflector along its video line.,signed 16-bit integer,pixel/10,0.0,7679.0
1274,2108,102,RW,Leaf Y2-01,The offset to be applied to the raw leaf position when converting to a real physical position.,signed 16-bit integer,pixel/10,2088.0,2008.0
1275,2108,103,RW,Leaf Y2-01,The adjustment that needs to be applied to the Major Gain item 2005 part 103) to correct the positioning of the specific leaf.,signed 16-bit integer,gain,2088.0,2008.0
1276,2108,107,RW,Leaf Y2-01,Gain used to convert calculated demand to motor to actual demand.,signed 16-bit integer,gain expressed as ratio of 2048,-32768.0,32767.0
1277,2108,111,R,Leaf Y2-01,The position of the leaf after the Major and Minor offset have been applied to the raw value part 101).,signed 16-bit integer,pixel/10,0.0,7679.0
1278,2108,112,RW,Leaf Y2-01,Step start position.,signed 16-bit integer,mm/10 at isocentre,-2565.0,1482.0
1279,2108,113,RW,Leaf Y2-01,Step stop position.,signed 16-bit integer,mm/10 at isocentre,-2565.0,1482.0
1280,2108,114,R,Leaf Y2-01,Error/Warning flags active high): b0 - Out of position; b1 - Reflector not found,unsigned 8-bit integer,flags,0.0,255.0
1281,2108,115,RW,Leaf Y2-01,Actual demand to motor.,signed 8-bit integer,motor demand,-128.0,127.0
1282,2108,129,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/10 at isocentre,-1250.0,2000.0
1283,2108,172,RW,Leaf Y2-01,Reflector width,unsigned 16-bit integer,pixel,1.0,50.0
1284,2108,176,R,Leaf Y2-01,Number of detected pixels in a leaf reflector,unsigned 16-bit integer,pixel,0.0,65535.0
1285,2108,185,RW,Leaf Y2-01,Least-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
1286,2108,186,RW,Leaf Y2-01,Most-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
1287,2108,187,R,Leaf Y2-01,Leaf travel fine.,unsigned 16-bit integer,mm/10 at isocentre,0.0,100.0
1288,2108,195,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,pixel/10,0.0,7679.0
1289,2108,196,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/10 at isocentre,-1250.0,2000.0
1290,2108,197,RW,Leaf Y2-01,Least-significant WORD of count of number of times motor has been energised,unsigned 16-bit integer,none,0.0,65535.0
1291,2108,198,RW,Leaf Y2-01,Most-significant WORD of count of number of times motor has been energised,unsigned 16-bit integer,none,0.0,65535.0
1292,2108,200,RW,Leaf Y2-01,Count of the number of times the leaf reflector can't be found.,unsigned 16-bit integer,none,0.0,65535.0
1293,2108,201,RW,Leaf Y2-01,Minimum number of pixels that must be detected to identify a leaf reflector,unsigned 16-bit integer,pixel,0.0,65535.0
1294,2108,202,RW,Leaf Y2-01,Maximum number of pixels that can be detected to identify a leaf reflector,unsigned 16-bit integer,pixel,0.0,65535.0
1295,2108,205,R,Leaf Y2-01,Records the magnitude of the lateral movement of the leaf.,signed 16-bit integer,mm/10 at isocentre,0.0,7679.0
1296,2108,215,RW,Leaf Y2-01,Count of the number of times the size of a leaf reflector is nearing its limit.,unsigned 16-bit integer,none,0.0,65535.0
1297,2108,216,R,Leaf Y2-01,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
1298,2108,218,R,Leaf Y2-01,Nominal calculated demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
1299,2108,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
1300,2108,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1301,2108,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1302,2108,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1303,2108,250,R,Leaf Y2-01,Distance to target position.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
1304,2109,101,R,Leaf Y2-01,The position of the centre of the leaf reflector along its video line.,signed 16-bit integer,pixel/10,0.0,7679.0
1305,2109,102,RW,Leaf Y2-01,The offset to be applied to the raw leaf position when converting to a real physical position.,signed 16-bit integer,pixel/10,2088.0,2008.0
1306,2109,103,RW,Leaf Y2-01,The adjustment that needs to be applied to the Major Gain item 2005 part 103) to correct the positioning of the specific leaf.,signed 16-bit integer,gain,2088.0,2008.0
1307,2109,107,RW,Leaf Y2-01,Gain used to convert calculated demand to motor to actual demand.,signed 16-bit integer,gain expressed as ratio of 2048,-32768.0,32767.0
1308,2109,111,R,Leaf Y2-01,The position of the leaf after the Major and Minor offset have been applied to the raw value part 101).,signed 16-bit integer,pixel/10,0.0,7679.0
1309,2109,112,RW,Leaf Y2-01,Step start position.,signed 16-bit integer,mm/10 at isocentre,-2565.0,1482.0
1310,2109,113,RW,Leaf Y2-01,Step stop position.,signed 16-bit integer,mm/10 at isocentre,-2565.0,1482.0
1311,2109,114,R,Leaf Y2-01,Error/Warning flags active high): b0 - Out of position; b1 - Reflector not found,unsigned 8-bit integer,flags,0.0,255.0
1312,2109,115,RW,Leaf Y2-01,Actual demand to motor.,signed 8-bit integer,motor demand,-128.0,127.0
