,Urgentie,Type,Machine,User,Storingsinfo,Status,Meldtijd,Lev.
,Acuut,,Linac3,WAA,Waterpressure was op 5,"water toegevoegd, dag daarop waterpressure op 6. Probleem komt terug. Ventiel ingevet.",22/07/2020,0
,NietAcuut,,Linac2,INB,2T Err + reset required,-,20/07/2020,0
,Acuut,,Linac4,gerard,Backup naar NSS gaat niet goed.,-,17/07/2020,0
,Acuut,,Linac4,gerard,MLC fout,-,16/07/2020,0
,Acuut,,Linac2,gerard,Laterale rem gaat los als de tafelhoogte wordt bewogen.,-,16/07/2020,0
,Acuut,,Linac4,gerard,IRCA board stuk,-,16/07/2020,0
,NietAcuut,Overig,Linac4,HIZ,Storing met: Overig,-,09/07/2020,0
,,,,,camerabediening ontregeld,,,
,NietAcuut,Versneller,Linac4,HIZ,Storing met: Versneller,-,09/07/2020,0
,,,,,Tijdens bestraling interrupted maar kan na een moment wel verder. Inmiddels 3x voorgekomen vandaag,,,
,NietAcuut,Mosaiq,Linac4,HIZ,Storing met: Mosaiq,-,07/07/2020,0
,,,,,"Mosaiq heel traag en bij een veld afgeslagen maar ME wel correct gegeven maar wilde veld niet afsluiten. Mosaiq opnieuw opgestart, straks handmatig ME`s corrigeren",,,
,NietAcuut,Overig,Linac4,HIZ,Storing met: Overig,-,06/07/2020,0
,,,,,"Camerabeeldprojektie (links-onder) geeft af en toe een blauwe waas, 2x gezien, spontaan verdwenen",,,
,NietAcuut,Versneller,Linac1,SLE,Storing met: Versneller,-,03/07/2020,0
,,,,,"Oeso pt, midden 2e arc Hump error.",,,
,NietAcuut,Versneller,Linac1,AVN,Storing met: Versneller,-,03/07/2020,0
,,,,,"Bij Opstarten facility one state, deze weg gereset, daarna Table clutch.",,,
,Acuut,,Linac3,hdl,"Collimator hoek drift heen en weer tussen 3 en 7 graden (in mosaiq). In service mode lijkt alles weer in orde. Onduidelijk of de linac uitlezing synchroon dezelfde drift had. 29-6 Ook geconstateerd, potmeters lijken goed, Jeroen heeft de gain bijgeregeld. Nog maar een actie van maken... (evb)",-,30/06/2020,0
,Acuut,,Linac3,LVK,Diafragma zoekt naar juiste stand en collimator draait uit zichzelf tijdens VMAT(dia rot stp),-,29/06/2020,0
,NietAcuut,XVI,Linac2,PDB,Storing met: XVI,-,29/06/2020,0
,,,,,"Bij het voorzetten van de CB komt er een melding dat het diafragma niet klopt. terwijl het diafragma, in dit geval M15, al bij twee patiënten is gebruikt en daardoor niet gewisseld. Los contactje?",,,
,NietAcuut,Versneller,Linac1,AVN,Storing met: Versneller,-,25/06/2020,0
,,,,,"2x mon dose rate , reset req, en konden verder. Daarna Facility 1 State, ook met reset opgelost. Bij oes patient met 2 vmat bogen",,,
,NietAcuut,Versneller,Linac1,AFR,Storing met: Versneller,-,19/06/2020,0
,,,,,"Check fail HT1, 2x gehad na bestralen VMAT bundel",,,
,NietAcuut,,Linac4,WAA,CBCT stopt random. kV Enable Dropped. Na herstarten van XVI en Mosaiq kan weer opnieuw een CBCT uitgevoerd worden. Op moment van melden 2 keer op de dag voor gekomen (10:00).,Inhibitmanager laat AutomatedLinacASU1/AutomatedLinacASU2 zien. Zie XVI CMM 1503163 bij hoofdstuk 4.6.21 en 4.6.22. LCS en XVI gereboot. Room Doors 1 bij XVI niet bij de LCS. Nog een reboot gedaan. Nu in afwachting,19/06/2020,0
,Lange termijn,,Linac2,WAA,Tafel maakt af en toe een iel geluid (niet UPS).,-,12/06/2020,0
,NietAcuut,,Linac4,WAA,Touchguard wordt getriggerd tijdens behandeling. De behandeling kan daarna hervat worden. Gebeurd regelmatig (4x in 1 CBCT),EpidPaneel ingesmeerd. Touchguard van de buis zijn de schakelingen verschoven. Probleem is er nog steeds.,12/06/2020,0
,NietAcuut,,Linac4,WAA,L4 touchguard wordt getriggerd tijdens behandeling. Kan na de trigger weer herstart worden. Gebeurd meerdere keren (4x tijdens 1 CBCT),EPIDpaneel ingesmeerd. Afgesproken dat er weer een melding wordt gedaan wanneer de touchguard weer getriggerd wordt.,12/06/2020,0
,Acuut,,CT-SIM,GHJ,CBCT stopt met scan. opnieuw beginnen,-,11/06/2020,0
,Acuut,,CT-SIM,GHJ,CBCT stopt met scan. opnieuw beginnen,-,11/06/2020,0
,Acuut,,CT-SIM,GHJ,Deze dag tot nog toe 3xcbct gestopt en opnieuw gestart. 3x Vmat bundel te vroeg afgeslagen,-,09/06/2020,0
,Acuut,,CT-SIM,GHJ,Wederom touchgard,-,08/06/2020,0
,Acuut,,CT-SIM,GHJ,Twee keer gereset bij melding touchgard. Toestel stopt en nma reset kan rest dosis afgegeven worden,-,08/06/2020,0
,Acuut,,CT-SIM,GHJ,XVI stopt met maken opname. Even gewacht daarna bij groen weer gedrukt en scan afgemaakt,-,08/06/2020,0
,Lange termijn,,Linac4,GHJ,"Tafelverplaatsing herhaaldelijk zeer moeizaam, systeem slaagt er maar moeizaam in ""blauwe blokjes te laten verdwijnen. Dit speelt al weken.",-,03/06/2020,0
,NietAcuut,XVI,Linac1,KYB,Storing met: XVI,-,28/05/2020,0
,,,,,storing in XVI: automated linac ASU 2,,,
,NietAcuut,Versneller,Linac2,PDB,Storing met: Versneller,-,26/05/2020,0
,,,,,Tafel kan niet meer omhoog of omlaag,,,
,NietAcuut,Versneller,Linac3,PDB,Storing met: Versneller,-,26/05/2020,0
,,,,,Reset required. Bij meerder patiënten met een v-mat bestraling stopt de machine te vroeg met bestralen. Reset geven.,,,
,NietAcuut,Versneller,Linac4,KYB,Storing met: Versneller,-,15/05/2020,0
,,,,,"Versneller viel tot 2x toe uit, 2x reset gegeven, daarna deed de versneller het wel. Verschuiving moest wel handmatig uitgevoerd worden. Na matchen CBCT kon de verschuiving wel normaal uitgevoerd worden.",,,
,NietAcuut,XVI,Linac1,JEK,Storing met: XVI,-,12/05/2020,0
,,,,,Programma is gestopt tijdens het draaien van de CBCT,,,
,Lange termijn,,Linac4,CLO,"EIM gaat soms in glitched toestand op de linic 4 en moet worden gereset. De liniac geeft gaf Table clutch en soms niks, maar de tafel remmen kunnen niet uitgezet worden.",-,01/05/2020,0
,Acuut,,Linac1,gerard,xvi paneel wil niet uitschuiven.,-,30/04/2020,0
,NietAcuut,Versneller,Linac2,HPW,Storing met: Versneller,-,29/04/2020,0
,,,,,"kopcamera, is erg slecht",,,
,Acuut,,Linac1,gerard,Thyratron grid,-,24/04/2020,0
,NietAcuut,,Linac4,CLO,Leaves jitteren,-,23/04/2020,0
,NietAcuut,Versneller,Linac1,AVN,Storing met: Versneller,-,16/04/2020,0
,,,,,"tuner driv, reset gegeven en we konden door",,,
,NietAcuut,,Linac4,HDV,"Bij elk bestralingsveld dat voorgezet wordt, schiet de pedestal uit de tolerantie. Een aantal seconden extra wachten en dan gaat het rode vlakje in MQ wel weer weg, maar wel irritant.",-,16/04/2020,0
,Acuut,,Linac2,hdl,"Agility BLD clibratie failed, dynamisch leave guide position. Ook een stroef krakend geluid uit de kop.",-,08/04/2020,0
,Acuut,,Linac2,hdl,"Na stroomstoring, tafel wil niet bewegen, Gantry demand, function demand, heigh chk, etc.","Hele movements chain komt niet in, reset motors werkt niet.",08/04/2020,0
,Acuut,Iview,Linac1,hdl,Touchguard zit er vast in zonder dat de touchguard bedient is. Ten tijde van de kV arm switches vervangen is er sluiting onstaan rondom het XIM board. Sindsdien deze error.,-,01/04/2020,0
,,Versneller,,,,,,
,,ConeBeam_arm,,,,,,
,NietAcuut,,Linac2,CLO,"MLC camera verdween, na wat draaien deed ie het weer. Waarschijnlijk iets BICCA strip.",-,30/03/2020,0
,Acuut,ConeBeam_arm,Linac1,gerard,"XVI geeft na starten scan en enige graden gedraaid te hebben aan:Scan terminated: kV enable dropped. Zelfde probleem was 27 maart ook al aanwezig, maar toen intermitterend. Waarop Elekta voor 31-03-2020 gepland stond. Systeem was op 30-03-2020 niet meer","Probleem leek opgelost, blijkt zich toch weer voor te doen. Gerard heeft nieuwe kabel met schakelaartjes besteld.",30/03/2020,1
,Acuut,,Linac3,hdl,L3 linac backups mislukt vannacht,"NSS box had geen folder rechten met RTDuser, paswoord was verlopen.",25/03/2020,0
,Acuut,ConeBeam_arm,Linac1,hdl,"kV enabled dropped, CBCT al 2x gedaan. Na even rommelen met de CBCT buis was het weer in orde. Pal schakelaars checken aub",01-04 Pal van de CBCT arm iets verzet zonder de stelschroef los te draaien en arm geleiders gesmeerd.,24/03/2020,0
,NietAcuut,,Linac4,HDV,Knopje XVIpaneel werkt niet naar behoren. Soms moet er wel 8x op gedrukt worden voordat deze weer groen wordt. Oplossing voor nu (Gerard): paneel niet geheel inschuiven.,-,24/03/2020,0
,Acuut,,Linac1,gerard,kv enable dropped,-,24/03/2020,0
,NietAcuut,Versneller,Linac4,HIZ,Storing met: Versneller,-,23/03/2020,0
,,,,,"MLC CAN link 28..... reset required , daarna deed ie het weer",,,
,Acuut,versnellerkop,Linac4,erik,Leaf blijft steken.,-,18/03/2020,0
,NietAcuut,XVI,Linac2,MVS,"Storing met: Mosaiq, XVI",-,12/03/2020,0
,,Mosaiq,,,"communicatiefout tussen xvi en mosaiq. scherm na CBCT-match kwam wel op in mosaiq, maar zonder verschuiving. Dit scherm afgesloten. In xvi kwam een communicatiefout scherm op. Afgesloten en CBCT opnieuw geopend, match nog een keer doorgestuurd. Nu wel ok",,,
,Acuut,XVI,Linac1,gerard,Een paar keer werkte de XVI niet.,-,12/03/2020,0
,NietAcuut,Overig,Linac2,ANB,Storing met: Versneller,-,25/02/2020,0
,,,,,Camera in de kop is zeer slecht.,,,
,NietAcuut,XVI,Linac3,MAJ,Storing met: XVI,-,24/02/2020,0
,,,,,"tijdens het uitvoeren van de CBCT tijdens opstarten sloeg XVI 4x af met KV enabled dropped, XVI computer toen herstart en daarna was het probleem opgelost",,,
,NietAcuut,XVI,Linac2,ANB,"Storing met: Versneller, Mosaiq, XVI",-,18/02/2020,0
,,Mosaiq,,,"Verschil in aantal graden van de gantry. Mosaiq en de versneller (ook optisch) laat 0 graden zien, XVI zegt dat de gantry op 0.5 graden staat.",,,
,,Versneller,,,,,,
,Acuut,XVI,Linac3,hdl,Dicom transit db corrupt. Kunnen geen dicom meer sturen naar XVI.,-,14/02/2020,0
,Acuut,Mosaiq,Linac1,GHJ,"Mosaiq communication errors, weggeschreven dosis in mosaiq moest handmatig gecorrigeerd worden bij meerdere patienten. Alle linacs vandaag en gister.",Extreme disklatencies 800-2300 ms op schijven van de pvw1505 en pvwdb1331. Virusscanner op de pagefile gezien :s ??,13/02/2020,0
,NietAcuut,Versneller,Linac3,KSS,Storing met: Versneller,-,13/02/2020,0
,,,,,Machine time out. ook om ~8u55 al een keer,,,
,Acuut,,Linac2,erik,Linac blijft steeds haken bij een bepaalde hoek.,-,11/02/2020,0
,NietAcuut,,Linac1,erik,Lage laser A kant doet het niet.,Om 17:30 gestest en geen probleem gevonden. Kabels nog wat meer vast gezet. opmerking gerard: 2 Contacten in de voeding kunnen slecht worden. deze 2 punten kun je even solderen en dan gaat hij weer 20 jaar mee.,10/02/2020,0
,Acuut,XVI,Linac2,hdl,"XVI pc start heel traag op. Blijft 5-7 minuten in grijs windows beeld hangen. daarna start alles gewoon op. Wss agv netwerkshare naar de uitgezette PVW082, nog even een reboot testen. Het waren de netwerk shares welke niet meer correct waren, pvw082.",Idem test resultaten van L3. HDD SMART geeft ook geen problemen. (Windows setting? of communicatie met hardware?). is alleen als je met de klinische user inlogt. Profiel afhankelijk?,07/02/2020,0
,Acuut,XVI,Linac4,hdl,"XVI artefacten, patientmatchen onverantwoord. In een 5 tal frames een zwarte streep. Wss als gevolg van Elekta panel kabels vervangen dag ervoor. Toen was het artefact er even maar later weg. Rommelen met datakabel wel invloed geen oplossing.",-,07/02/2020,0
,Acuut,KVMsysteem,Linac4,gerard,XVI na kabel vervanging beeld artefacten,-,07/02/2020,0
,Acuut,XVI,Linac3,hdl,"XVI pc start heel traag op. Blijft 5-7 minuten in grijs windows beeld hangen. daarna start alles gewoon op. Voldoende diskspace, cpu+ram lijkt normaal, geen disk latencies, niets in eventviewer te zien.",-,06/02/2020,0
,Acuut,,Linac4,gerard,XVI lat movement fout,-,06/02/2020,1
,NietAcuut,XVI,Linac1,KSS,Storing met: XVI,-,04/02/2020,0
,,,,,"kV enable dropped halverwege (CBCT onderbroken ivm Breathhold commando, 2e deel kon niet starten)",,,
,NietAcuut,Versneller,Linac1,KSS,Storing met: Versneller,In onderzoek. Serial cable connectie hersteld. Hierna weer opgetreden..,04/02/2020,0
,,,,,Facilty 1 state Na reset konden we doorrrrrr,,,
,NietAcuut,Versneller,Linac1,KSS,Storing met: Versneller,-,03/02/2020,0
,,LCS,,,Communicatie error.,,,
,NietAcuut,XVI,Linac4,HDV,vandaag 6x kv panel lateral position fault. xvi opnieuw opstarten helpt.,Lateral potmeter waardes versprongen bij alleen het bewegen in de long richting. Gertjan (elekta) is hiervoor geweest.,31/01/2020,1
,Acuut,,Linac1,MVS,"Facility one state, ook na linac reset.",-,31/01/2020,0
,Acuut,,Linac1,KSS,"Machine bleef in closed staan. Ook na reset required schoot de linac direct weer in closed state. Geen meldingen op het scherm, ook in de logfiles nog weinig te vinden.",-,31/01/2020,0
,NietAcuut,Versneller,Linac3,AFR,Storing met: Versneller,-,29/01/2020,0
,,,,,melding 10-4 trp G,,,
,Acuut,Versneller,Linac3,erik,Thyratron grid melding,-,27/01/2020,0
,Acuut,Versneller,Linac4,GHJ,Linac stopt weer HT con,-,21/01/2020,0
,Acuut,Versneller,Linac4,GHJ,Bij 1 Vmat boog 3x interrupted ready,-,21/01/2020,0
,Acuut,Versneller,Linac4,GHJ,Geeft touchgardmelding echter niets geraakt De bewegingen van de gantry triggerden steeds de touchguard van de XVI arm. Een sensor bleek defect te zijn.,-,16/01/2020,0
,Acuut,,Linac4,gerard,Table Height,-,14/01/2020,0
,NietAcuut,Versneller,Linac4,PDB,Storing met: Versneller,-,27/12/2019,0
,,,,,LCD dose,,,
,NietAcuut,Versneller,Linac1,AVN,Storing met: Versneller,-,23/12/2019,0
,,,,,LCD dose,,,
,NietAcuut,Versneller,Linac4,PDB,Storing met: Versneller,-,23/12/2019,0
,,,,,Fault 33 Generator opnieuw opstarten. 11.20-11.29 machine buiten bedrijf,,,
,Acuut,Tafel,Linac4,gerard,Als de tafel naar boven gaat piept de UPS daardoor reset eim -> reset requered en reset motors doet het weer,-,20/12/2019,0
,Acuut,XVI,Linac1,KSS,XVI aquisition hardware could not be initialized,-,20/12/2019,0
,NietAcuut,Mosaiq,Linac3,MAJ,"Storing met: Versneller, Mosaiq",-,20/12/2019,0
,,Versneller,,,"tijdens ochtendcontrole op de linac 3 kwam na het uitvoeren van de verschuiving, de hoogtelaser niet schampend op het fantoom te staan, maar had een afwijking van 2-3 mm.",,,
,NietAcuut,Versneller,Linac1,MKO,Storing met: Versneller,-,18/12/2019,0
,,,,,melding LCD-dose,,,
,Acuut,,Linac3,gerard,Linac stond uit.,-,11/12/2019,0
,NietAcuut,Versneller,Linac2,JOM,Storing met: Versneller,-,06/12/2019,0
,,,,,"3 keer wilde tafel niet zakken na de bestraling bij verschillende patiënten , na reset motors lukte het wel, gisteren ook een paar keer meegemaakt.",,,
,NietAcuut,XVI,Linac1,PDB,Storing met: XVI,-,06/12/2019,0
,,,,,Fault 33 Stoplicht blijft rood terwijl er niet gestraald wordt. Generator moet opnieuw gereset worden.,,,
,NietAcuut,,Linac1,GEJ,LCD dose 8;15,-,03/12/2019,0
,NietAcuut,Iview,Linac1,JEK,Storing met: Iview,-,03/12/2019,0
,,,,,storing bij opstarten iview: the iview acquisition hardware could not be initialized.,,,
,NietAcuut,Versneller,Linac1,ANF,Storing met: Versneller,-,27/11/2019,0
,,,,,LCD dose,,,
,Acuut,Versneller,Linac2,KIC,Gantry wil niet meer draaien. Patient van tafel gehaald.,-,26/11/2019,0
,NietAcuut,,Linac2,HDV,LCD dose,-,26/11/2019,0
,NietAcuut,,Linac4,BBC,MLC CAN link 28,-,26/11/2019,0
,NietAcuut,Versneller,Linac1,AFR,Storing met: Versneller,-,21/11/2019,0
,,,,,LCD dose,,,
,NietAcuut,,Linac2,HDV,LCD dose,-,20/11/2019,0
,NietAcuut,Versneller,Linac2,MAJ,Storing met: Versneller,-,20/11/2019,0
,,,,,LCD DOSE,,,
,Acuut,versnellerkop,Linac4,hdl,Shutt. mon,-,14/11/2019,0
,,Versneller,,,,,,
,NietAcuut,,Linac2,KYB,LCD DOSE,-,13/11/2019,0
,Acuut,Versneller,Linac1,jhn,"Thyratron grid, dus Thyratron vervangen",-,11/11/2019,0
,Acuut,,Linac1,hdl,EIM stuk. LED pcb defect,-,08/11/2019,0
,Acuut,,Linac1,gerard,HHCU a kant stuk,-,01/11/2019,0
,NietAcuut,XVI,Linac2,MAJ,Storing met: XVI,-,31/10/2019,0
,,,,,"KV enabled dropped, CT veld in MQ moest opnieuw toegevoegd worden en CBCT opnieuw gestart",,,
,Preventief,,Linac1,hdl,LCD dose,-,29/10/2019,0
,NietAcuut,,Linac4,KIC,LCD dose foutmelding. Na indrukken Terminate knop en reset motors konden we weer verder,-,28/10/2019,0
,Acuut,,Linac3,KIC,groen scherm bij opstarten en reboot werkt niet,-,28/10/2019,0
,NietAcuut,,Linac4,SLE,Storing met versneller: LCD Dose,-,25/10/2019,0
,NietAcuut,Versneller,Linac1,JEK,Storing met: Versneller,-,22/10/2019,0
,,,,,"nul kastje aan rechter zijde linac doet het niet (geen cijfers te zien) nulkastje aan linker zijde linac wil niet ""nullen""",,,
,Acuut,,Linac4,jhn,2T I CTROL ERROR,-,21/10/2019,0
,NietAcuut,XVI,Linac2,MUL,Storing met: XVI,-,18/10/2019,0
,,,,,1 a 2 keer per dag zakt het XVI panel uit het lood tijdens draaien van de Gantry.,,,
,NietAcuut,,Linac4,EWK,Maandag 14-10 Item165 veranderd van -130 naar -140(running value) voor een stabiele bundel Vrijdag 18-10 Item 165 weer veranderd van -140 naar -119 (running value) voor een stabiel bundel Deze correctie heeft ook invloed op de metingen van de mimi controle! Info Helmich en Bert,-,18/10/2019,0
,Acuut,Versneller,Linac4,MOK,Thyratron Grid. Zekering stuk,-,18/10/2019,0
,NietAcuut,Versneller,Linac1,AVN,Storing met: Versneller,-,18/10/2019,0
,,,,,LCD dose tijdens opstarten,,,
,NietAcuut,Versneller,Linac1,ANB,Storing met: Versneller,-,11/10/2019,0
,,,,,"Diap Rot. Potentio meter mismatch. HDL even aan de kop gerommeld, toen deed hij het weer.",,,
,NietAcuut,Mosaiq,Linac1,ANB,"Storing met: Versneller, Mosaiq",-,11/10/2019,0
,,Versneller,,,"HumpErr (8:28 uur), verholpen na een reset",,,
,Preventief,,Linac4,MAL,XVI geeft AVSfield alloc: out of memory allocating bij binnehalen DCM patient.,-,11/10/2019,0
,NietAcuut,Versneller,Linac1,HDV,Storing met: Versneller,-,10/10/2019,0
,,,,,nulkastje aan 90 graden kant is uit.,,,
,NietAcuut,,Linac1,ANF,test,-,10/10/2019,0
,Preventief,,Linac1,hdl,Iview geeft meerdere keren foutmelding bij IMRT images opnemen No Image acquired. Exposure to image detector may be to low.,-,09/10/2019,0
,NietAcuut,,Linac2,SLE,Storing met XVI: Tijdens het maken van CBCT viel XVI helemaal uit. Met een melding XVI has stopped working.,-,09/10/2019,0
,Acuut,,Linac4,jhn,fault 0,-,08/10/2019,0
,NietAcuut,,Linac1,HDV,Tafel laten zakken gaat schokkerig (met handbediening 270kant),-,08/10/2019,0
,NietAcuut,,Linac1,JAH,LCD-dose,-,07/10/2019,0
,Preventief,,Linac2,hdl,"UPS van de Linac 2 werkstations (XVI, iview, seq etc) piept en zegt ""replace battery"".",-,04/10/2019,0
,Lange termijn,,Linac4,MOK,LCD dose,-,04/10/2019,0
,NietAcuut,Versneller,Linac1,HDV,Storing met: Versneller,-,03/10/2019,0
,,,,,bij uitvoeren tafelisorotatie piept de tafel,,,
,NietAcuut,KVMsysteem,Linac1,HDV,Storing met: Toetsenbord/muis,-,02/10/2019,0
,,,,,Toetsenbord op sequencer doet het niet. Local unit uit en aan gezet.,,,
,Preventief,,Linac4,BBC,"In de kop blijft steeds een relais klikken, ook als er geen veld voor gezet wordt.",-,27/09/2019,0
,NietAcuut,Versneller,Linac2,MAS,Storing met: Versneller,-,26/09/2019,0
,,,,,LCD Dose!,,,
,NietAcuut,XVI,Linac1,AVN,Storing met: XVI,-,26/09/2019,0
,,,,,"Opstarten L1: tijdens de CB draaien, gaf XVI 4 x een foutmelding. Uiteindelijk XVI opnieuw opgestart",,,
,Acuut,,Linac3,gerard,XVI fault 33,-,25/09/2019,0
,NietAcuut,Versneller,Linac1,HDV,Storing met: Versneller,-,25/09/2019,0
,,,,,LCD dose,,,
,NietAcuut,Versneller,Linac1,HDV,Storing met: Versneller,-,25/09/2019,0
,,,,,"mlc move error. leaf error. reset gedaan en ander veld voorgezet, toen was het weg",,,
,Acuut,,Linac4,gerard,magnetron stuk,-,24/09/2019,1
,NietAcuut,XVI,Linac1,GHJ,Storing met: XVI,-,24/09/2019,0
,,,,,Na start schakelt xvi zichzelf uit opnieuw xvi en mosaiq opgestart,,,
,NietAcuut,Versneller,Linac1,HDV,Storing met: Versneller,-,24/09/2019,0
,,,,,LCD dose,,,
,NietAcuut,Versneller,Linac1,GHJ,Storing met: Versneller,-,23/09/2019,0
,,,,,"Dose rate mon, reset required",,,
,NietAcuut,Versneller,Linac1,GHJ,Storing met: Versneller,-,23/09/2019,0
,,,,,Mosaiq blijft hangen. Afgesloten via task manager en oopnieuw opgestart,,,
,NietAcuut,Versneller,Linac1,GHJ,Storing met: Versneller,-,23/09/2019,0
,,,,,Hump error,,,
,NietAcuut,Versneller,Linac1,GHJ,Storing met: Versneller,-,23/09/2019,0
,,,,,Dose rate mon reset required voor tweede keer deze ochtend. Na reset weer verder,,,
,Acuut,,CT-SIM,GHJ,Mosaiq blijft hangen. Afgesloten via task manager en oopnieuw opgestart,-,23/09/2019,0
,NietAcuut,,CT-SIM,KIC,"Foutmelding bij opstarten: problemen met archive/back-up. Daardoor in groene schermen blijven hangen en niet automatisch opgestart. Toevallig kwam Annet voorbij, die had eerder met het bijltje gehakt: launching machine bood uitkomst",-,20/09/2019,0
,NietAcuut,XVI,Linac3,HDV,XVIpaneel piept en kraakt bij uitschuiven.,-,19/09/2019,0
,Acuut,,Linac4,gerard,LCD dose 10.53 uur,-,18/09/2019,0
